Quarter,From_category,To_category,Symbol,Value,DOT_USD
2023Q4 Unspent,Metagov,Metagov,ETH,110.58087044583304,253860.5042824989
2024Q1,Metagov,Endowment Fees,ETH,-67.00999999999999,-187149.1337
2024Q1,Metagov,Salaries,USDC,-147000.0,-147000.0
2024Q1,Metagov,Ref. Accidental Txs,ENS,-588.866862229215,-15233.985725869796
2024Q1,Metagov,Bylaws,USDC,-7498.673205,-7498.673205
2024Q1,Metagov,DAO Tooling,ETH,-2.0,-6999.54
2024Q1,Metagov,Event,USDC,-6000.0,-6000.0
2024Q1,Metagov,Steward Gas Ref.,ETH,-1.4228425489914507,-3229.0984796596276
2024Q1,Metagov,DAO Tooling,USDC,-2780.0,-2780.0
2024Q1 Unspent,Metagov,Metagov,ENS,14951.133137770785,324290.0777582483
2024Q1 Unspent,Metagov,Metagov,USDC,286101.327771,286101.327771
2024Q1 Unspent,Metagov,Metagov,ETH,40.1480278968416,141268.86576061652
2024Q2,Endowment,Metagov,ETH,43.54,131121.1454
2024Q2,Metagov,Salaries,USDC,-147000.0,-147000.0
2024Q2,Metagov,DAO Bylaws,USDC,-2500.0,-2500.0
2024Q2,Metagov,DAO Tooling,USDC,-2405.0,-2405.0
2024Q2,Metagov,AI,USDC,-2000.0,-2000.0
2024Q2 Unspent,Metagov,Metagov,ENS,14951.133137770785,419379.28451447055
2024Q2 Unspent,Metagov,Metagov,USDC,132196.32777099998,132196.32777099998
2024Q2 Unspent,Metagov,Metagov,ETH,83.68802789684159,287285.93592483574
2024Q3,DAO Wallet,Metagov,ENS,150000.0,3885000.0
2024Q3,DAO Wallet,Metagov,USDC,374000.0,374000.0
2024Q3,CoW Swap,Metagov,ENS,5100.0,0.0
2024Q3,Metagov,$ENS Vesting,ENS,-170000.0,-3647600.0
2024Q3,Metagov,Salaries,USDC,-151000.0,-151000.0
2024Q3,Metagov,CoW Swap,USDC,-81967.422329,-81967.422329
2024Q3 Unspent,Metagov,Metagov,USDC,273228.905442,273228.905442
2024Q3 Unspent,Metagov,Metagov,ENS,51.13313777078474,1319.2349544862464
2024Q3 Unspent,Metagov,Metagov,ETH,83.68802789684159,283506.5845850144
